Image name & no.,Estate,Name,Vintage,Volume [ml],Lot Size,Picked,Recorked,Authentication code,Packaging,Wine Description (Highlights of vintage),Rating 1,Rating 2,Rating 3
30,Mouton Rothschild,Pauillac,1970,1500,1,Yes,No,2315,,"Label art by Marc Chagall - Synthesis of the Jewish and Russian cultural traditions, half-realistic, half-symbolic Rather than wine, it was the living fruit of the vine, speared by a thrush or fed by a mother to her child. The 1970 vintage took second place, and was the highest ranked French wine, at the historic 1976 Judgment of Paris wine competition.",Wine Spectator - 96/100,Vinous - 94/100,
31,Mouton Rothschild,Pauillac,1971,750,1,Yes,No,1776,,Label art by Wassily Kandinsky,,,
32,Mouton Rothschild,Pauillac,1971,1500,1,Yes,No,2243,,Label art by Wassily Kandinsky,,,
33,Mouton Rothschild,Pauillac,1972,1500,1,Yes,No,1672,,"Label art by Serge Poliakoff - Balance, colour, richness his label has all the quality of a great wine.",,,
34,Mouton Rothschild,Pauillac,1973,750,1,Yes,No,1779,,"Label art by Pablo Picasso - The year 1973 marks the world of art with the death of the Spanish artist Pablo Picasso. To pay homage to him, Baron Philippe de Rothschild decided that one of the emblematic paintings made by Pablo Picasso, and from his personal collection, will be the label of Château Mouton Rothschild 1973.",,,
35,Mouton Rothschild,Pauillac,1975,1500,1,Yes,No,1618,,Label art by Andy Warhol - Juxtaposing different studies of Baron Philippe.,Robert Parker - 91/100,,
36,Mouton Rothschild,Pauillac,1975,3000,1,Yes,No,2645,OWC,Label art by Andy Warhol - Juxtaposing different studies of Baron Philippe.,Robert Parker - 91/100,,
37,Mouton Rothschild,Pauillac,1976,750,1,Yes,No,2020,,Label art by Pierre Soulages - Incorporating the initial letters of Mouton Rothschild.,,,
38,Mouton Rothschild,Pauillac,1976,1500,1,Yes,No,1685,,Label art by Pierre Soulages - Incorporating the initial letters of Mouton Rothschild.,,,
39,Mouton Rothschild,Pauillac,1977,1500,1,Yes,No,2286,,"Tribute to Her Majesty Queen Elizabeth the Queen Mother, spent three days at Mouton on her official visit to Bordeaux in April 1977.",,,
40,Mouton Rothschild,Pauillac,1978,750,1,Yes,No,2025,,Label art by Jean-Paul Riopelle.,Wine Spectator - 92/100,,
41,Mouton Rothschild,Pauillac,1978,1500,1,Yes,No,1702,,Label art by Jean-Paul Riopelle.,Wine Spectator - 92/100,,
42,Mouton Rothschild,Pauillac,1978,1500,1,Yes,No,1688,,Label art by Jean-Paul Riopelle.,Wine Spectator - 92/100,,
43,Mouton Rothschild,Pauillac,1979,1500,1,Yes,No,1628,,Label art by Hisao Domoto - First label to be commissioned from a Japanese artist.,Wine Spectator - 96/100,,
44,Mouton Rothschild,Pauillac,1980,750,1,Yes,No,2027,,Label art by Hans Hartung.,,,
45,Mouton Rothschild,Pauillac,1980,1500,1,Yes,No,1728,,Label art by Hans Hartung.,,,
46,Mouton Rothschild,Pauillac,1980,3000,1,Yes,No,2339,,Label art by Hans Hartung.,,,
47,Mouton Rothschild,Pauillac,1981,1500,1,Yes,No,2284,,Label art by Arman Fernandez - The exploded violin.,Wine Spectator - 91/100,,
48,Mouton Rothschild,Pauillac,1981,3000,1,Yes,No,2323,,Label art by Arman Fernandez - The exploded violin.,Wine Spectator - 91/100,,
49,Mouton Rothschild,Pauillac,1982,750,1,Yes,No,1086,,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",Wine Advocate - 100/100,Decanter - 97/100,
50,Mouton Rothschild,Pauillac,1982,750,1,Yes,No,1088,,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",Wine Advocate - 100/100,Decanter - 97/100,
51,Mouton Rothschild,Pauillac,1982,750,1,Yes,No,1084,,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",Wine Advocate - 100/100,Decanter - 97/100,
52,Mouton Rothschild,Pauillac,1982,750,1,Yes,No,1083,,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",Wine Advocate - 100/100,Decanter - 97/100,
53,Mouton Rothschild,Pauillac,1982,750,1,Yes,No,1085,,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",Wine Advocate - 100/100,Decanter - 97/100,
54,Mouton Rothschild,Pauillac,1982,750,1,Yes,No,1087,,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",Wine Advocate - 100/100,Decanter - 97/100,
55,Mouton Rothschild,Pauillac,1982,750,1,Yes,No,1461,,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",Wine Advocate - 100/100,Decanter - 97/100,
56,Mouton Rothschild,Pauillac,1982,1500,1,Yes,No,1624,,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",Wine Advocate - 100/100,Decanter - 97/100,
57,Mouton Rothschild,Pauillac,1982,1500,1,Yes,No,1684,,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",Wine Advocate - 100/100,Decanter - 97/100,
58,Mouton Rothschild,Pauillac,1982,1500,1,Yes,No,2249,,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",Wine Advocate - 100/100,Decanter - 97/100,
59,Mouton Rothschild,Pauillac,1982,3000,1,Yes,No,2657,OWC,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",Wine Advocate - 100/100,Decanter - 97/100,
60,Mouton Rothschild,Pauillac,1983,750,1,Yes,No,1983,,"Label art by Saul Steinberg - Theme of human solitude: empty beaches where the human figure is a dot in the distance, pastel-shaded skies where the sun is represented by a trompe l'oeil circle of sealing wax.",Jancis Robinson - 18/20,Vinous - 92/100,
61,Mouton Rothschild,Pauillac,1983,1500,1,Yes,No,1691,,"Label art by Saul Steinberg - Theme of human solitude: empty beaches where the human figure is a dot in the distance, pastel-shaded skies where the sun is represented by a trompe l'oeil circle of sealing wax.",Jancis Robinson - 18/20,Vinous - 92/100,
62,Mouton Rothschild,Pauillac,1983,1500,1,Yes,No,1671,,"Label art by Saul Steinberg - Theme of human solitude: empty beaches where the human figure is a dot in the distance, pastel-shaded skies where the sun is represented by a trompe l'oeil circle of sealing wax.",Jancis Robinson - 18/20,Vinous - 92/100,
63,Mouton Rothschild,Pauillac,1984,750,1,Yes,No,1984,,Label art by Yaacov Agam.,Wine Spectator - 92/100,,
64,Mouton Rothschild,Pauillac,1984,1500,1,Yes,No,2262,,Label art by Yaacov Agam.,Wine Spectator - 92/100,,
65,Mouton Rothschild,Pauillac,1984,3000,1,Yes,No,2648,OWC,Label art by Yaacov Agam.,Wine Spectator - 92/100,,
66,Mouton Rothschild,Pauillac,1985,750,1,Yes,No,1985,,"Label art by Paul Delvaux - Two demure little girls, separate and apart, are drawn together by the lure of a bunch of grapes, gazed on, touched, soon to be tasted.",Decanter - 93/100,Vinous - 92/100,
67,Mouton Rothschild,Pauillac,1985,1500,1,Yes,No,1630,,"Label art by Paul Delvaux - Two demure little girls, separate and apart, are drawn together by the lure of a bunch of grapes, gazed on, touched, soon to be tasted.",Decanter - 93/100,Vinous - 92/100,
68,Mouton Rothschild,Pauillac,1986,750,1,Yes,No,2338,,"Label art by Bernard Séjourné - Trio of masks rising from the dark in their ""white negritude"", one of his finest works.",Wine Advocate - 100/100,Decanter - 100/100,
69,Mouton Rothschild,Pauillac,1986,750,1,Yes,No,2336,,"Label art by Bernard Séjourné - Trio of masks rising from the dark in their ""white negritude"", one of his finest works.",Wine Advocate - 100/100,Decanter - 100/100,
70,Mouton Rothschild,Pauillac,1986,750,1,Yes,No,2337,,"Label art by Bernard Séjourné - Trio of masks rising from the dark in their ""white negritude"", one of his finest works.",Wine Advocate - 100/100,Decanter - 100/100,
71,Mouton Rothschild,Pauillac,1986,750,1,Yes,No,2334,,"Label art by Bernard Séjourné - Trio of masks rising from the dark in their ""white negritude"", one of his finest works.",Wine Advocate - 100/100,Decanter - 100/100,
72,Mouton Rothschild,Pauillac,1986,1500,1,Yes,No,2287,,"Label art by Bernard Séjourné - Trio of masks rising from the dark in their ""white negritude"", one of his finest works.",Wine Advocate - 100/100,Decanter - 100/100,
73,Mouton Rothschild,Pauillac,1986,1500,1,Yes,No,1658,,"Label art by Bernard Séjourné - Trio of masks rising from the dark in their ""white negritude"", one of his finest works.",Wine Advocate - 100/100,Decanter - 100/100,
74,Mouton Rothschild,Pauillac,1986,1500,1,Yes,No,1705,,"Label art by Bernard Séjourné - Trio of masks rising from the dark in their ""white negritude"", one of his finest works.",Wine Advocate - 100/100,Decanter - 100/100,
75,Mouton Rothschild,Pauillac,1986,3000,1,Yes,No,2662,OWC,"Label art by Bernard Séjourné - Trio of masks rising from the dark in their ""white negritude"", one of his finest works.",Wine Advocate - 100/100,Decanter - 100/100,
76,Mouton Rothschild,Pauillac,1986,3000,1,Yes,No,2656,OWC,"Label art by Bernard Séjourné - Trio of masks rising from the dark in their ""white negritude"", one of his finest works.",Wine Advocate - 100/100,Decanter - 100/100,
77,Mouton Rothschild,Pauillac,1986,3000,1,Yes,No,2658,,"Label art by Bernard Séjourné - Trio of masks rising from the dark in their ""white negritude"", one of his finest works.",Wine Advocate - 100/100,Decanter - 100/100,
78,Mouton Rothschild,Pauillac,1986,5000,1,Yes,No,2341,,"Label art by Bernard Séjourné - Trio of masks rising from the dark in their ""white negritude"", one of his finest works.",Wine Advocate - 100/100,Decanter - 100/100,
79,Mouton Rothschild,Pauillac,1987,750,1,Yes,No,1987,,"Label art by Hans Erni - Capturing the radiant creative energy of Baron Philippe de Rothschild, in what was to be a final tribute.",Wine Spectator - 89/100,,
80,Mouton Rothschild,Pauillac,1987,1500,1,Yes,No,1714,,"Label art by Hans Erni - Capturing the radiant creative energy of Baron Philippe de Rothschild, in what was to be a final tribute.",Wine Spectator - 89/100,,
81,Mouton Rothschild,Pauillac,1987,3000,1,Yes,No,2324,,"Label art by Hans Erni - Capturing the radiant creative energy of Baron Philippe de Rothschild, in what was to be a final tribute.",Wine Spectator - 89/100,,
82,Mouton Rothschild,Pauillac,1988,750,1,Yes,No,1150,,Label art by Keith Haring - Satirical version of the Dancing Rams theme.,Jancis Robinson - 18.5/20,,
83,Mouton Rothschild,Pauillac,1988,1500,1,Yes,No,2285,,Label art by Keith Haring - Satirical version of the Dancing Rams theme.,Jancis Robinson - 18.5/20,,
84,Mouton Rothschild,Pauillac,1988,3000,1,Yes,No,2636,OWC,Label art by Keith Haring - Satirical version of the Dancing Rams theme.,Jancis Robinson - 18.5/20,,
85,Mouton Rothschild,Pauillac,1989,750,1,Yes,No,1151,,"Label art by artist, Hans Georg Kern Baselitz - The two upside-down rams on the Mouton Rothschild 1989 labels are associated with the shocking event of 1989: the demolition of the Berlin Wall. Around the heraldry are the words “Drüben sein jetzt hier” – “Over there is now over here” a new and reunited Germany. ",Decanter - 97/100,Jancis Robinson - 18.5/20,
86,Mouton Rothschild,Pauillac,1989,750,1,Yes,No,1354,,"Label art by artist, Hans Georg Kern Baselitz - The two upside-down rams on the Mouton Rothschild 1989 labels are associated with the shocking event of 1989: the demolition of the Berlin Wall. Around the heraldry are the words “Drüben sein jetzt hier” – “Over there is now over here” a new and reunited Germany. ",Decanter - 97/100,Jancis Robinson - 18.5/20,
87,Mouton Rothschild,Pauillac,1989,1500,1,Yes,No,2260,,"Label art by artist, Hans Georg Kern Baselitz - The two upside-down rams on the Mouton Rothschild 1989 labels are associated with the shocking event of 1989: the demolition of the Berlin Wall. Around the heraldry are the words “Drüben sein jetzt hier” – “Over there is now over here” a new and reunited Germany. ",Decanter - 97/100,Jancis Robinson - 18.5/20,
88,Mouton Rothschild,Pauillac,1989,1500,1,Yes,No,1598,,"Label art by artist, Hans Georg Kern Baselitz - The two upside-down rams on the Mouton Rothschild 1989 labels are associated with the shocking event of 1989: the demolition of the Berlin Wall. Around the heraldry are the words “Drüben sein jetzt hier” – “Over there is now over here” a new and reunited Germany. ",Decanter - 97/100,Jancis Robinson - 18.5/20,
89,Mouton Rothschild,Pauillac,1989,3000,1,Yes,No,2629,OWC,"Label art by artist, Hans Georg Kern Baselitz - The two upside-down rams on the Mouton Rothschild 1989 labels are associated with the shocking event of 1989: the demolition of the Berlin Wall. Around the heraldry are the words “Drüben sein jetzt hier” – “Over there is now over here” a new and reunited Germany. ",Decanter - 97/100,Jancis Robinson - 18.5/20,
90,Mouton Rothschild,Pauillac,1990,750,1,Yes,No,1148,,"Label art by Francis Bacon - For the 1990 label of Mouton Rothschild, as a wine lover, Bacon created a wine-glass held by a mysterious distorted figure.",Decanter - 94/100,Jancis Robinson - 17/20,
91,Mouton Rothschild,Pauillac,1990,1500,1,Yes,No,2309,OWC,"Label art by Francis Bacon - For the 1990 label of Mouton Rothschild, as a wine lover, Bacon created a wine-glass held by a mysterious distorted figure.",Decanter - 94/100,Jancis Robinson - 17/20,
92,Mouton Rothschild,Pauillac,1991,750,1,Yes,No,1152,,"Label art by Setsuko - Retells in her own way the story of wine: The bunch of grapes that once was blossom and became fruit, full as an ear of wheat at harvest time; then, in the end, the wine in the decanter and the pleasure of drinking it.",Wine Spectator - 89/100,,
93,Mouton Rothschild,Pauillac,1991,1500,1,Yes,No,1582,,"Label art by Setsuko - Retells in her own way the story of wine: The bunch of grapes that once was blossom and became fruit, full as an ear of wheat at harvest time; then, in the end, the wine in the decanter and the pleasure of drinking it.",Wine Spectator - 89/100,,
94,Mouton Rothschild,Pauillac,1991,1500,1,Yes,No,1673,,"Label art by Setsuko - Retells in her own way the story of wine: The bunch of grapes that once was blossom and became fruit, full as an ear of wheat at harvest time; then, in the end, the wine in the decanter and the pleasure of drinking it.",Wine Spectator - 89/100,,
95,Mouton Rothschild,Pauillac,1992,750,1,Yes,No,1149,,"Label art by Per Kirkeby - Outline of a gigantic wine glass, overflowing with dark red wine, set against a distorted landscape where the rays of the sun mesh and interweave with the colour and intersecting perspectives of the vines.",,,
96,Mouton Rothschild,Pauillac,1992,1500,1,Yes,No,1732,OWC,"Label art by Per Kirkeby - Outline of a gigantic wine glass, overflowing with dark red wine, set against a distorted landscape where the rays of the sun mesh and interweave with the colour and intersecting perspectives of the vines.",,,
97,Mouton Rothschild,Pauillac,1992,1500,1,Yes,No,2643,,"Label art by Per Kirkeby - Outline of a gigantic wine glass, overflowing with dark red wine, set against a distorted landscape where the rays of the sun mesh and interweave with the colour and intersecting perspectives of the vines.",,,
98,Mouton Rothschild,Pauillac,1992,3000,1,Yes,No,2649,,"Label art by Per Kirkeby - Outline of a gigantic wine glass, overflowing with dark red wine, set against a distorted landscape where the rays of the sun mesh and interweave with the colour and intersecting perspectives of the vines.",,,
99,Mouton Rothschild,Pauillac,1993,750,1,Yes,No,1798,,"Label art by Balthus - the dreamy adolescent girl, wilful, graceful and fragile...All the hypnotic power of style that is both limpid and full of mystery, leading us away to distant lands of fantasy and desire. The pencil drawing of a nude reclining nymphet was rejected for use in the United States by the Bureau of Alcohol, Tobacco and Firearms,as such, for the U.S. market the label was made with a blank space where the image should have been and both versions are sought after by collectors.",Robert Parker - 90/100,Jancis Robinson - 16.5/20,
100,Mouton Rothschild,Pauillac,1993,750,1,Yes,No,1147,,"Label art by Balthus - the dreamy adolescent girl, wilful, graceful and fragile...All the hypnotic power of style that is both limpid and full of mystery, leading us away to distant lands of fantasy and desire. The pencil drawing of a nude reclining nymphet was rejected for use in the United States by the Bureau of Alcohol, Tobacco and Firearms,as such, for the U.S. market the label was made with a blank space where the image should have been and both versions are sought after by collectors.",Robert Parker - 90/100,Jancis Robinson - 16.5/20,
101,Mouton Rothschild,Pauillac,1993,1500,1,Yes,No,1619,,"Label art by Balthus - the dreamy adolescent girl, wilful, graceful and fragile...All the hypnotic power of style that is both limpid and full of mystery, leading us away to distant lands of fantasy and desire. The pencil drawing of a nude reclining nymphet was rejected for use in the United States by the Bureau of Alcohol, Tobacco and Firearms,as such, for the U.S. market the label was made with a blank space where the image should have been and both versions are sought after by collectors.",Robert Parker - 90/100,Jancis Robinson - 16.5/20,
102,Mouton Rothschild,Pauillac,1993,1500,1,Yes,No,1653,,"Label art by Balthus - the dreamy adolescent girl, wilful, graceful and fragile...All the hypnotic power of style that is both limpid and full of mystery, leading us away to distant lands of fantasy and desire. The pencil drawing of a nude reclining nymphet was rejected for use in the United States by the Bureau of Alcohol, Tobacco and Firearms,as such, for the U.S. market the label was made with a blank space where the image should have been and both versions are sought after by collectors.",Robert Parker - 90/100,Jancis Robinson - 16.5/20,
103,Mouton Rothschild,Pauillac,1993,3000,1,Yes,No,2655,OWC,"Label art by Balthus - the dreamy adolescent girl, wilful, graceful and fragile...All the hypnotic power of style that is both limpid and full of mystery, leading us away to distant lands of fantasy and desire. The pencil drawing of a nude reclining nymphet was rejected for use in the United States by the Bureau of Alcohol, Tobacco and Firearms,as such, for the U.S. market the label was made with a blank space where the image should have been and both versions are sought after by collectors.",Robert Parker - 90/100,Jancis Robinson - 16.5/20,
104,Mouton Rothschild,Pauillac,1994,750,1,Yes,No,1800,,"Label art by Karel Appel - First Dutch painter to illustrate for Mouton Rothschild; he conceived a pair of drinkers performing a wild dance round a totem bottle, as if to liberate the spirit of the wine still imprisoned within.",Robert Parker - 91/100,Wine Spectator - 91/100,
105,Mouton Rothschild,Pauillac,1994,1500,1,Yes,No,2661,OWC,"Label art by Karel Appel - First Dutch painter to illustrate for Mouton Rothschild; he conceived a pair of drinkers performing a wild dance round a totem bottle, as if to liberate the spirit of the wine still imprisoned within.",Robert Parker - 91/100,Wine Spectator - 91/100,
106,Mouton Rothschild,Pauillac,1994,1500,1,Yes,No,1696,,"Label art by Karel Appel - First Dutch painter to illustrate for Mouton Rothschild; he conceived a pair of drinkers performing a wild dance round a totem bottle, as if to liberate the spirit of the wine still imprisoned within.",Robert Parker - 91/100,Wine Spectator - 91/100,
107,Mouton Rothschild,Pauillac,1994,3000,1,Yes,No,2642,OWC,"Label art by Karel Appel - First Dutch painter to illustrate for Mouton Rothschild; he conceived a pair of drinkers performing a wild dance round a totem bottle, as if to liberate the spirit of the wine still imprisoned within.",Robert Parker - 91/100,Wine Spectator - 91/100,
108,Mouton Rothschild,Pauillac,1995,750,1,Yes,No,1799,,"Label art by Antoni Tàpies - A nose, two hearts, a mouth, an eye: the scarlet design, conceived and annotated by Tapies, proclaims, with a smile, that feast of the senses which promises a great wine.",Decanter - 97/100,Wine Advocate - 96/100,Jancis Robinson - 18/20
109,Mouton Rothschild,Pauillac,1995,1500,1,Yes,No,2265,OWC,"Label art by Antoni Tàpies - A nose, two hearts, a mouth, an eye: the scarlet design, conceived and annotated by Tapies, proclaims, with a smile, that feast of the senses which promises a great wine.",Decanter - 97/100,Wine Advocate - 96/100,Jancis Robinson - 18/20
110,Mouton Rothschild,Pauillac,1995,1500,1,Yes,No,2660,,"Label art by Antoni Tàpies - A nose, two hearts, a mouth, an eye: the scarlet design, conceived and annotated by Tapies, proclaims, with a smile, that feast of the senses which promises a great wine.",Decanter - 97/100,Wine Advocate - 96/100,Jancis Robinson - 18/20
111,Mouton Rothschild,Pauillac,1995,3000,1,Yes,No,2659,OWC,"Label art by Antoni Tàpies - A nose, two hearts, a mouth, an eye: the scarlet design, conceived and annotated by Tapies, proclaims, with a smile, that feast of the senses which promises a great wine.",Decanter - 97/100,Wine Advocate - 96/100,Jancis Robinson - 18/20
112,Mouton Rothschild,Pauillac,1996,750,1,Yes,No,1801,,"Label art by Gu Gan - This piece, called ""Heart to Heart"" is intended as an act of faith in universal harmony..",Decanter - 98/100,Jancis Robinson - 18.5/20,Wine Advocate - 97+/100
113,Mouton Rothschild,Pauillac,1996,1500,1,Yes,No,1675,,"Label art by Gu Gan - This piece, called ""Heart to Heart"" is intended as an act of faith in universal harmony..",Decanter - 98/100,Jancis Robinson - 18.5/20,Wine Advocate - 97+/100
114,Mouton Rothschild,Pauillac,1996,3000,1,Yes,No,2340,,"Label art by Gu Gan - This piece, called ""Heart to Heart"" is intended as an act of faith in universal harmony..",Decanter - 98/100,Jancis Robinson - 18.5/20,Wine Advocate - 97+/100
115,Mouton Rothschild,Pauillac,1997,750,1,Yes,No,1796,,"Label art by Niki de Saint Phalle - A sparkling, festive allegory of the pleasures of the table, and then the serpent temper. Instead of the traditional apple, this serpent, more wine-loving than malign, is offering Eve a bottle.",Robert Parker - 91-93/100,Decanter - 91/100,
