Name,Description,Image,Token ID,Volume (ml),Vintage,Recorked,Authentication Code,Rating 1,Rating 2,Rating 3,URL
Penfolds Grange 1965,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/22.png,21,750,1965,No,1458,Jancis Robinson - 18/20,Decanter - 95/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/21
Penfolds Grange 1966,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/23.png,22,750,1966,Yes,1973,Robert Parker - 93/100,James Halliday - 95/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/22
Penfolds Grange 1966,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/24.png,23,750,1966,Yes,700,Robert Parker - 93/100,James Halliday - 95/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/23
Penfolds Grange 1967,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/25.png,24,750,1967,Yes,1451,Jancis Robinson - 18/20,Wine Spectator - 91/100,Robert Parker - 90/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/24
Penfolds Grange 1967,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/26.png,25,750,1967,No,1414,Jancis Robinson - 18/20,Wine Spectator - 91/100,Robert Parker - 90/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/25
Penfolds Grange 1968,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/27.png,26,750,1968,No,1411,,,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/26
Penfolds Grange 1968,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/28.png,27,750,1968,No,1441,,,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/27
Penfolds Grange 1968,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/29.png,28,750,1968,No,1442,,,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/28
Penfolds Grange 1970,This release of Penfolds Grange won the coveted Jimmy Watson Trophy at the Royal Melbourne Wine Show.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/30.png,29,750,1970,Yes,1493,Robert Parker - 89/100,,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/29
Penfolds Grange 1970,This release of Penfolds Grange won the coveted Jimmy Watson Trophy at the Royal Melbourne Wine Show.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/31.png,30,750,1970,Yes,1958,Robert Parker - 89/100,,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/30
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/32.png,31,750,1971,Yes,703,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/31
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/33.png,32,750,1971,Yes,1957,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/32
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/34.png,33,750,1971,Yes,1956,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/33
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/35.png,34,750,1971,No,1491,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/34
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/36.png,35,750,1971,No,694,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/35
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/37.png,36,750,1971,No,1802,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/36
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/38.png,37,750,1971,No,1974,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/37
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/39.png,38,750,1971,No,1443,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/38
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/40.png,39,750,1971,No,1445,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/39
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/41.png,40,750,1971,No,1347,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/40
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/42.png,41,750,1971,No,643,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/41
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/43.png,42,750,1971,No,1247,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/42
Penfolds Grange 1971,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/44.png,43,750,1971,Yes,668,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/43
Penfolds Grange 1972,"The 1972 won a gold and four other medals at Australian wine shows in 1973, 1976 and 1977.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/45.png,44,750,1972,Yes,1942,,,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/44
Penfolds Grange 1972,"The 1972 won a gold and four other medals at Australian wine shows in 1973, 1976 and 1977.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/46.png,45,750,1972,No,1494,,,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/45
Penfolds Grange 1973,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/47.png,46,750,1973,Yes,1490,Robert Parker - 90/100,,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/46
Penfolds Grange 1973,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/48.png,47,750,1973,No,1803,Robert Parker - 90/100,,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/47
Penfolds Grange 1974,"It was future Chief Winemaker John Duval's first vintage with Penfolds and the first Grange to be made at Nuriootpa. Winner of a trophy, four gold and three other medals at Australian wine shows from 1976 to 1989.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/49.png,48,750,1974,Yes,1489,Robert Parker 89/100,Wine Spectator - 90/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/48
Penfolds Grange 1975,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/50.png,49,750,1975,Yes,767,Jancis Robinson - 18/20,Robert Parker - 92/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/49
Penfolds Grange 1975,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/51.png,50,750,1975,Yes,1975,Jancis Robinson - 18/20,Robert Parker - 92/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/50
Penfolds Grange 1975,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/52.png,51,750,1975,No,1959,Jancis Robinson - 18/20,Robert Parker - 92/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/51
Penfolds Grange 1975,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/53.png,52,750,1975,No,1346,Jancis Robinson - 18/20,Robert Parker - 92/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/52
Penfolds Grange 1975,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/54.png,53,750,1975,No,1804,Jancis Robinson - 18/20,Robert Parker - 92/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/53
Penfolds Grange 1975,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/55.png,54,750,1975,No,1324,Jancis Robinson - 18/20,Robert Parker - 92/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/54
Penfolds Grange 1976,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/56.png,55,750,1976,Yes,1976,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/55
Penfolds Grange 1976,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/57.png,56,750,1976,Yes,1522,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/56
Penfolds Grange 1976,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/58.png,57,750,1976,Yes,1320,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/57
Penfolds Grange 1976,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/59.png,58,750,1976,Yes,1321,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/58
Penfolds Grange 1976,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/60.png,59,750,1976,Yes,1322,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/59
Penfolds Grange 1976,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/61.png,60,750,1976,No,1510,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/60
Penfolds Grange 1977,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/62.png,61,750,1977,Yes,1941,Robert Parker - 93/100,Wine Spectator - 90/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/61
Penfolds Grange 1977,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/63.png,62,750,1977,No,701,Robert Parker - 93/100,Wine Spectator - 90/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/62
Penfolds Grange 1977,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/64.png,63,750,1977,No,1479,Robert Parker - 93/100,Wine Spectator - 90/100,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/63
Penfolds Grange 1978,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/65.png,64,750,1978,No,1513,Robert Parker - 93/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/64
Penfolds Grange 1978,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/66.png,65,750,1978,No,1449,Robert Parker - 93/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/65
Penfolds Grange 1978,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/67.png,66,750,1978,No,1931,Robert Parker - 93/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/66
Penfolds Grange 1978,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/68.png,67,750,1978,No,1805,Robert Parker - 93/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/67
Penfolds Grange 1978,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/69.png,68,750,1978,No,1318,Robert Parker - 93/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/68
Penfolds Grange 1978,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/70.png,69,750,1978,No,1523,Robert Parker - 93/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/69
Penfolds Grange 1978,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/71.png,70,750,1978,No,1740,Robert Parker - 93/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/70
Penfolds Grange 1978,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/72.png,71,750,1978,No,1482,Robert Parker - 93/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/71
Penfolds Grange 1979,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/73.png,72,750,1979,No,631,Wine Spectator - 94/100,Jancis Robinson - 18/20,Robert Parker - 90/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/72
Penfolds Grange 1979,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Penfolds/images/74.png,73,750,1979,No,641,Wine Spectator - 94/100,Jancis Robinson - 18/20,Robert Parker - 90/100,https://opensea.io/assets/matic/0x0d246974176dc089d131040166c8Ef617CcAd578/73
