Image name & no.,Estate,Name,Vintage,Volume [ml],Lot Size,Picked,Recorked,Authentication code,Packaging,Wine Description (Highlights of vintage),Rating 1,Rating 2,Rating 3
37,Penfolds,Grange,1971,750,1,yes,No,1802,,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100
38,Penfolds,Grange,1971,750,1,yes,No,1974,,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100
39,Penfolds,Grange,1971,750,1,yes,No,1443,,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100
40,Penfolds,Grange,1971,750,1,yes,No,1445,,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100
41,Penfolds,Grange,1971,750,1,yes,No,1347,,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100
42,Penfolds,Grange,1971,750,1,yes,No,643,,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100
43,Penfolds,Grange,1971,750,1,yes,No,1247,,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100
44,Penfolds,Grange,1971,750,1,yes,Yes - 2014,668,,1971 won first prize in Shiraz at the Wine Olympics in Paris. ,Wine Advocate - 96/100,Jancis Robinson - 19/20,Wine Spectator - 91/100
45,Penfolds,Grange,1972,750,1,yes,Yes - 2018,1942,,"The 1972 won a gold and four other medals at Australian wine shows in 1973, 1976 and 1977.",,,
46,Penfolds,Grange,1972,750,1,yes,No,1494,,"The 1972 won a gold and four other medals at Australian wine shows in 1973, 1976 and 1977.",,,
47,Penfolds,Grange,1973,750,1,yes,Yes  - 2002,1490,,,Robert Parker - 90/100,,
48,Penfolds,Grange,1973,750,1,yes,No,1803,,,Robert Parker - 90/100,,
49,Penfolds,Grange,1974,750,1,yes,Yes - 2014,1489,,"It was future Chief Winemaker John Duval's first vintage with Penfolds and the first Grange to be made at Nuriootpa. Winner of a trophy, four gold and three other medals at Australian wine shows from 1976 to 1989.",Robert Parker 89/100,Wine Spectator - 90/100,
50,Penfolds,Grange,1975,750,1,yes,Yes - 2018,767,,,Jancis Robinson - 18/20,Robert Parker - 92/100,
51,Penfolds,Grange,1975,750,1,yes,Yes - 2014,1975,,,Jancis Robinson - 18/20,Robert Parker - 92/100,
52,Penfolds,Grange,1975,750,1,yes,No,1959,,,Jancis Robinson - 18/20,Robert Parker - 92/100,
53,Penfolds,Grange,1975,750,1,yes,No,1346,,,Jancis Robinson - 18/20,Robert Parker - 92/100,
54,Penfolds,Grange,1975,750,1,yes,No,1804,,,Jancis Robinson - 18/20,Robert Parker - 92/100,
55,Penfolds,Grange,1975,750,1,yes,No,1324,,,Jancis Robinson - 18/20,Robert Parker - 92/100,
56,Penfolds,Grange,1976,750,1,yes,Yes - 2010,1976,,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20
57,Penfolds,Grange,1976,750,1,yes,Yes - 2014,1522,,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20
58,Penfolds,Grange,1976,750,1,yes,Yes - 2010,1320,,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20
59,Penfolds,Grange,1976,750,1,yes,Yes - 2010,1321,,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20
60,Penfolds,Grange,1976,750,1,yes,Yes - 1994,1322,,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20
61,Penfolds,Grange,1976,750,1,yes,No,1510,,100 Points from Robert Parker's Wine Advocate for Grange 1976. 'Consistently one of the most awesome wines ever made at Grange.' - Robert Parker,Robert Parker - 100/100,Decanter - 99/100,Jancis Robinson - 18/20
62,Penfolds,Grange,1977,750,1,yes,Yes - 1996,1941,,,Robert Parker - 93/100,Wine Spectator - 90/100,
63,Penfolds,Grange,1977,750,1,yes,No,701,,,Robert Parker - 93/100,Wine Spectator - 90/100,
64,Penfolds,Grange,1977,750,1,yes,No,1479,,,Robert Parker - 93/100,Wine Spectator - 90/100,
65,Penfolds,Grange,1978,750,1,yes,No,1513,,,Robert Parker - 93/100,Jancis Robinson - 18.5/20,
66,Penfolds,Grange,1978,750,1,yes,No,1449,,,Robert Parker - 93/100,Jancis Robinson - 18.5/20,
67,Penfolds,Grange,1978,750,1,yes,No,1931,,,Robert Parker - 93/100,Jancis Robinson - 18.5/20,
68,Penfolds,Grange,1978,750,1,yes,No,1805,,,Robert Parker - 93/100,Jancis Robinson - 18.5/20,
69,Penfolds,Grange,1978,750,1,yes,No,1318,,,Robert Parker - 93/100,Jancis Robinson - 18.5/20,
70,Penfolds,Grange,1978,750,1,yes,No,1523,,,Robert Parker - 93/100,Jancis Robinson - 18.5/20,
71,Penfolds,Grange,1978,750,1,yes,No,1740,,,Robert Parker - 93/100,Jancis Robinson - 18.5/20,
72,Penfolds,Grange,1978,750,1,yes,No,1482,,,Robert Parker - 93/100,Jancis Robinson - 18.5/20,
73,Penfolds,Grange,1979,750,1,yes,no,631,,,Wine Spectator - 94/100,Jancis Robinson - 18/20,Robert Parker - 90/100
74,Penfolds,Grange,1979,750,1,yes,No,641,,,Wine Spectator - 94/100,Jancis Robinson - 18/20,Robert Parker - 90/100
75,Penfolds,Grange,1979,750,1,yes,No,640,,,Wine Spectator - 94/100,Jancis Robinson - 18/20,Robert Parker - 90/100
76,Penfolds,Grange,1979,750,1,yes,No,1514,,,Wine Spectator - 94/100,Jancis Robinson - 18/20,Robert Parker - 90/100
77,Penfolds,Grange,1979,750,1,yes,No,1478,,,Wine Spectator - 94/100,Jancis Robinson - 18/20,Robert Parker - 90/100
78,Penfolds,Grange,1979,1500,1,yes,No,2312,,,Wine Spectator - 94/100,Jancis Robinson - 18/20,Robert Parker - 90/100
79,Penfolds,Grange,1979,1500,1,yes,No,2321,,,Wine Spectator - 94/100,Jancis Robinson - 18/20,Robert Parker - 90/100
80,Penfolds,Grange,1980,750,1,Yes,No,928,,,Robert Parker - 94+/100,Jancis Robinson - 18/20,Wine Spectator - 93/100
81,Penfolds,Grange,1980,750,1,Yes,No,927,,,Robert Parker - 94+/100,Jancis Robinson - 18/20,Wine Spectator - 93/100
82,Penfolds,Grange,1980,750,1,Yes,No,932,,,Robert Parker - 94+/100,Jancis Robinson - 18/20,Wine Spectator - 93/100
83,Penfolds,Grange,1980,750,1,Yes,No,929,,,Robert Parker - 94+/100,Jancis Robinson - 18/20,Wine Spectator - 93/100
84,Penfolds,Grange,1980,750,1,Yes,No,930,,,Robert Parker - 94+/100,Jancis Robinson - 18/20,Wine Spectator - 93/100
85,Penfolds,Grange,1980,750,1,Yes,No,931,,,Robert Parker - 94+/100,Jancis Robinson - 18/20,Wine Spectator - 93/100
86,Penfolds,Grange,1980,750,1,Yes,No,1512,,,Robert Parker - 94+/100,Jancis Robinson - 18/20,Wine Spectator - 93/100
87,Penfolds,Grange,1980,1500,1,Yes,No,1680,,,Robert Parker - 94+/100,Jancis Robinson - 18/20,Wine Spectator - 93/100
88,Penfolds,Grange,1981,750,1,yes,No,1477,,,Robert Parker - 97/100,Jancis Robinson - 19/20,
89,Penfolds,Grange,1981,750,1,yes,No,1476,,,Robert Parker - 97/100,Jancis Robinson - 19/20,
90,Penfolds,Grange,1981,1500,1,yes,No,2300,,,Robert Parker - 97/100,Jancis Robinson - 19/20,
91,Penfolds,Grange,1982,750,1,yes,No,1473,,,Robert Parker - 97/100,Jancis Robinson - 19/20,Wine Spectator - 92/100
92,Penfolds,Grange,1983,750,1,yes,No,1481,,,Robert Parker - 92/100,Jancis Robinson - 18.5/20,
93,Penfolds,Grange,1983,750,1,yes,No,1930,,,Robert Parker - 92/100,Jancis Robinson - 18.5/20,
94,Penfolds,Grange,1983,750,1,yes,No,1394,,,Robert Parker - 92/100,Jancis Robinson - 18.5/20,
95,Penfolds,Grange,1983,1500,1,yes,No,1612,,,Robert Parker - 92/100,Jancis Robinson - 18.5/20,
96,Penfolds,Grange,1984,750,1,yes,No,1474,,,Robert Parker - 94/100,Wine Spectator - 91/100,
97,Penfolds,Grange,1984,1500,1,yes,No,1647,,,Robert Parker - 94/100,Wine Spectator - 91/100,
98,Penfolds,Grange,1985,750,1,yes,No,1480,,,Wine Spectator - 94/100,Robert Parker - 90/100,
99,Penfolds,Grange,1985,750,1,yes,No,1471,,,Wine Spectator - 94/100,Robert Parker - 90/100,
100,Penfolds,Grange,1985,1500,1,yes,No,1559,,,Wine Spectator - 94/100,Robert Parker - 90/100,
101,Penfolds,Grange,1986,750,1,Yes,Yes - 2016,696,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
102,Penfolds,Grange,1986,750,1,Yes,Yes - 2010,1745,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
103,Penfolds,Grange,1986,750,1,Yes,No,1314,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
104,Penfolds,Grange,1986,750,1,Yes,Yes - 1986,744,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
105,Penfolds,Grange,1986,750,1,Yes,Yes - 2014,1323,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
106,Penfolds,Grange,1986,750,1,Yes,Yes - 2014,1943,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
107,Penfolds,Grange,1986,750,1,Yes,Yes - 2014,1313,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
108,Penfolds,Grange,1986,750,1,Yes,Yes - 2014,1315,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
109,Penfolds,Grange,1986,750,1,Yes,Yes - 2014,1960,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
110,Penfolds,Grange,1986,750,1,Yes,Yes - 2014,1070,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
111,Penfolds,Grange,1986,750,1,Yes,No,1377,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
112,Penfolds,Grange,1986,1500,1,Yes,No,1601,,"1986, Chief winemaker, Don Ditter's last vintage, has been labeled as the 'defining vintage of the 1980s' as well as an 'important and very successful vintage'",Robert Parker - 98+/100,Wine Spectator - 98/100,Jancis Robinson - 18-/20
113,Penfolds,Grange,1987,750,1,yes,No,1807,,,Robert Parker - 90/100,Jancis Robinson - 18/20,
114,Penfolds,Grange,1988,1500,1,yes,No,2313,,,Robert Parker - 91/100,Jancis Robinson - 17/20,Wine Spectator - 91/100
115,Penfolds,Grange,1989,750,1,yes,No,2398,,,Robert Parker - 93/100,Wine Spectator - 96/100,
116,Penfolds,Grange,1989,750,1,yes,No,2399,,,Robert Parker - 93/100,Wine Spectator - 96/100,
117,Penfolds,Grange,1989,750,1,yes,No,2397,,,Robert Parker - 93/100,Wine Spectator - 96/100,
118,Penfolds,Grange,1989,750,1,yes,No,2425,,,Robert Parker - 93/100,Wine Spectator - 96/100,
119,Penfolds,Grange,1989,750,1,yes,No,2426,,,Robert Parker - 93/100,Wine Spectator - 96/100,
120,Penfolds,Grange,1989,750,1,yes,No,2429,,,Robert Parker - 93/100,Wine Spectator - 96/100,
121,Penfolds,Grange,1989,750,1,yes,No,2424,,,Robert Parker - 93/100,Wine Spectator - 96/100,
122,Penfolds,Grange,1989,750,1,yes,No,2428,,,Robert Parker - 93/100,Wine Spectator - 96/100,
123,Penfolds,Grange,1989,750,1,yes,No,2427,,,Robert Parker - 93/100,Wine Spectator - 96/100,
124,Penfolds,Grange,1989,750,1,yes,No,2395,,,Robert Parker - 93/100,Wine Spectator - 96/100,
125,Penfolds,Grange,1989,750,1,yes,No,1806,,,Robert Parker - 93/100,Wine Spectator - 96/100,
126,Penfolds,Grange,1989,750,1,yes,No,2394,,,Robert Parker - 93/100,Wine Spectator - 96/100,
127,Penfolds,Grange,1989,750,1,yes,No,2396,,,Robert Parker - 93/100,Wine Spectator - 96/100,
128,Penfolds,Grange,1989,1500,1,yes,No,2314,,,Robert Parker - 93/100,Wine Spectator - 96/100,
129,Penfolds,Grange,1990,750,1,yes,No,963,,The 1990 was named Wine Spectator’s Red Wine of the Year in 1995. One of the greatest vintages - The Penfolds Vintage Journal.,Decanter - 99/100,Wine Spectator - 98/100,Jancis Robinson - 18.5/20
130,Penfolds,Grange,1990,750,1,yes,No,964,,The 1990 was named Wine Spectator’s Red Wine of the Year in 1995. One of the greatest vintages - The Penfolds Vintage Journal.,Decanter - 99/100,Wine Spectator - 98/100,Jancis Robinson - 18.5/20
131,Penfolds,Grange,1990,750,1,yes,No,965,,The 1990 was named Wine Spectator’s Red Wine of the Year in 1995. One of the greatest vintages - The Penfolds Vintage Journal.,Decanter - 99/100,Wine Spectator - 98/100,Jancis Robinson - 18.5/20
132,Penfolds,Grange,1990,750,1,yes,No,967,,The 1990 was named Wine Spectator’s Red Wine of the Year in 1995. One of the greatest vintages - The Penfolds Vintage Journal.,Decanter - 99/100,Wine Spectator - 98/100,Jancis Robinson - 18.5/20
133,Penfolds,Grange,1990,750,1,yes,No,966,,The 1990 was named Wine Spectator’s Red Wine of the Year in 1995. One of the greatest vintages - The Penfolds Vintage Journal.,Decanter - 99/100,Wine Spectator - 98/100,Jancis Robinson - 18.5/20
134,Penfolds,Grange,1990,750,1,yes,No,968,,The 1990 was named Wine Spectator’s Red Wine of the Year in 1995. One of the greatest vintages - The Penfolds Vintage Journal.,Decanter - 99/100,Wine Spectator - 98/100,Jancis Robinson - 18.5/20
135,Penfolds,Grange,1990,1500,1,yes,No,1679,,The 1990 was named Wine Spectator’s Red Wine of the Year in 1995. One of the greatest vintages - The Penfolds Vintage Journal.,Decanter - 99/100,Wine Spectator - 98/100,Jancis Robinson - 18.5/20
136,Penfolds,Grange,1990,1500,1,yes,Yes - 2004,1710,,The 1990 was named Wine Spectator’s Red Wine of the Year in 1995. One of the greatest vintages - The Penfolds Vintage Journal.,Decanter - 99/100,Wine Spectator - 98/100,Jancis Robinson - 18.5/20
137,Penfolds,Grange,1991,750,1,Yes,No,815,,Duval was named Red Winemaker of the Year at the International Wine Challenge in London.  'One of the greatest vintages' - The Penfolds Vintage Journal.,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
138,Penfolds,Grange,1991,750,1,Yes,No,814,,Duval was named Red Winemaker of the Year at the International Wine Challenge in London.  'One of the greatest vintages' - The Penfolds Vintage Journal.,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
139,Penfolds,Grange,1991,750,1,Yes,No,812,,Duval was named Red Winemaker of the Year at the International Wine Challenge in London.  'One of the greatest vintages' - The Penfolds Vintage Journal.,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
140,Penfolds,Grange,1991,750,1,Yes,No,813,,Duval was named Red Winemaker of the Year at the International Wine Challenge in London.  'One of the greatest vintages' - The Penfolds Vintage Journal.,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
141,Penfolds,Grange,1991,750,1,Yes,No,817,,Duval was named Red Winemaker of the Year at the International Wine Challenge in London.  'One of the greatest vintages' - The Penfolds Vintage Journal.,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
142,Penfolds,Grange,1991,750,1,Yes,No,816,,Duval was named Red Winemaker of the Year at the International Wine Challenge in London.  'One of the greatest vintages' - The Penfolds Vintage Journal.,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
143,Penfolds,Grange,1991,750,1,Yes,No,1845,,Duval was named Red Winemaker of the Year at the International Wine Challenge in London.  'One of the greatest vintages' - The Penfolds Vintage Journal.,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
144,Penfolds,Grange,1991,1500,1,Yes,No,1687,,Duval was named Red Winemaker of the Year at the International Wine Challenge in London.  'One of the greatest vintages' - The Penfolds Vintage Journal.,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
145,Penfolds,Grange,1991,1500,1,Yes,No,1669,,Duval was named Red Winemaker of the Year at the International Wine Challenge in London.  'One of the greatest vintages' - The Penfolds Vintage Journal.,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
146,Penfolds,Grange,1992,750,1,Yes,No,1504,,,Wine Spectator - 94/100,Robert Parker - 92/100,
147,Penfolds,Grange,1992,750,1,Yes,No,1503,,,Wine Spectator - 94/100,Robert Parker - 92/100,
148,Penfolds,Grange,1992,750,1,Yes,No,1843,,,Wine Spectator - 94/100,Robert Parker - 92/100,
149,Penfolds,Grange,1992,750,1,Yes,No,1844,,,Wine Spectator - 94/100,Robert Parker - 92/100,
150,Penfolds,Grange,1992,1500,1,Yes,No,1690,,,Wine Spectator - 94/100,Robert Parker - 92/100,
151,Penfolds,Grange,1993,750,1,Yes,No,1502,,,Wine Spectator - 95/100,Robert Parker - 91/100,
152,Penfolds,Grange,1993,750,1,Yes,No,1501,,,Wine Spectator - 95/100,Robert Parker - 91/100,
153,Penfolds,Grange,1993,750,1,Yes,No,1893,,,Wine Spectator - 95/100,Robert Parker - 91/100,
154,Penfolds,Grange,1993,750,1,Yes,No,1895,,,Wine Spectator - 95/100,Robert Parker - 91/100,
155,Penfolds,Grange,1993,750,1,Yes,No,1894,,,Wine Spectator - 95/100,Robert Parker - 91/100,
156,Penfolds,Grange,1993,750,1,Yes,No,1847,,,Wine Spectator - 95/100,Robert Parker - 91/100,
157,Penfolds,Grange,1993,1500,1,Yes,No,1677,,,Wine Spectator - 95/100,Robert Parker - 91/100,
158,Penfolds,Grange,1994,750,1,Yes,No,2513,,,Wine Advocate - 94/100,Jancis Robinson - 18/20,Wine Spectator - 96/100
159,Penfolds,Grange,1994,750,1,Yes,No,2514,,,Wine Advocate - 94/100,Jancis Robinson - 18/20,Wine Spectator - 96/100
160,Penfolds,Grange,1994,750,1,Yes,No,2510,,,Wine Advocate - 94/100,Jancis Robinson - 18/20,Wine Spectator - 96/100
161,Penfolds,Grange,1994,750,1,Yes,No,2511,,,Wine Advocate - 94/100,Jancis Robinson - 18/20,Wine Spectator - 96/100
162,Penfolds,Grange,1994,750,1,Yes,No,2512,,,Wine Advocate - 94/100,Jancis Robinson - 18/20,Wine Spectator - 96/100
163,Penfolds,Grange,1994,750,1,Yes,No,2509,,,Wine Advocate - 94/100,Jancis Robinson - 18/20,Wine Spectator - 96/100
164,Penfolds,Grange,1994,750,1,Yes,No,1846,,,Wine Advocate - 94/100,Jancis Robinson - 18/20,Wine Spectator - 96/100
165,Penfolds,Grange,1994,1500,1,Yes,No,1729,,,Wine Advocate - 94/100,Jancis Robinson - 18/20,Wine Spectator - 96/100
166,Penfolds,Grange,1995,750,1,Yes,No,1404,,,Wine Spectator - 97/100,Robert Parker - 92/100,
167,Penfolds,Grange,1995,750,1,Yes,No,1848,,,Wine Spectator - 97/100,Robert Parker - 92/100,
168,Penfolds,Grange,1995,1500,1,Yes,No,1657,,,Wine Spectator - 97/100,Robert Parker - 92/100,
169,Penfolds,Grange,1995,1500,1,Yes,No,1558,,,Wine Spectator - 97/100,Robert Parker - 92/100,
170,Penfolds,Grange,1996,1500,1,yes,No,1701,,,Wine Spectator - 95/100,Jancis Robinson - 18/20,Robert Parker - 93/100
171,Penfolds,Grange,1996,1500,1,yes,No,1535,,,Wine Spectator - 95/100,Jancis Robinson - 18/20,Robert Parker - 93/100
172,Penfolds,Grange,1997,750,1,Yes,No,1384,,,Robert Parker - 94/100,Jancis Robinson - 18.5/20,Wine Spectator - 92/100
173,Penfolds,Grange,1997,750,1,Yes,No,1385,,,Robert Parker - 94/100,Jancis Robinson - 18.5/20,Wine Spectator - 92/100
174,Penfolds,Grange,1997,1500,1,Yes,No,1562,,,Robert Parker - 94/100,Jancis Robinson - 18.5/20,Wine Spectator - 92/100
175,Penfolds,Grange,1997,1500,1,Yes,No,1689,,,Robert Parker - 94/100,Jancis Robinson - 18.5/20,Wine Spectator - 92/100
176,Penfolds,Grange,1997,1500,1,Yes,No,2310,,,Robert Parker - 94/100,Jancis Robinson - 18.5/20,Wine Spectator - 92/100
177,Penfolds,Grange,1997,1500,1,Yes,No,1539,,,Robert Parker - 94/100,Jancis Robinson - 18.5/20,Wine Spectator - 92/100
178,Penfolds,Grange,1998,750,1,Yes,No,1402,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
